Station_ID,City,Install_Date,Charger_Type,Daily_Avg_Utilization_Hrs,Avg_Charging_Rate_INR,Electricity_Cost_INR,Total_Energy_Dispensed_kWh,Maintenance_Incidents,Total_Maintenance_Cost_INR,Operational_Status,Install_Cost_INR,Total_Revenue,Total_Operational_Cost,Net_Profit,ROI
EV-1001,Madurai,2022-07-03,L2,8.37,18.32,9.92,56877.15,0,14808.06,Active,247705.73,1041989.39,579029.39,462960.0,186.9
EV-1002,Kochi,2022-11-06,Unknown,9.27,15.92,7.34,76094.89,5,16592.78,Active,1604219.18,1211430.65,575129.27,636301.38,39.66
EV-1003,Madurai,2022-01-15,L2,7.84,17.23,9.14,46098.46,2,21091.9,Active,190118.31,794276.47,442431.82,351844.65,185.07
EV-1004,Madurai,2023-12-27,L2,9.84,19.34,6.85,30487.36,5,21165.87,Active,227038.69,589625.54,230004.29,359621.25,158.4
EV-1005,Hyderabad,2023-07-01,L2,7.55,16.91,7.65,27840.79,3,20222.49,Active,249301.43,470787.76,233204.53,237583.23,95.3
EV-1006,Madurai,2022-05-10,L2,8.66,12.95,8.5,49353.39,1,21015.82,Active,232740.43,639126.4,440519.64,198606.76,85.33
EV-1007,Bangalore,2022-10-08,L2,8.84,17.86,7.94,52944.18,1,22813.34,Active,191103.11,945583.05,443190.13,502392.92,262.89
EV-1008,Madurai,2022-02-16,DCFC,5.94,18.02,8.24,46484.47,4,10166.9,Active,1558646.45,837650.15,393198.93,444451.22,28.52
EV-1009,Madurai,2022-02-25,DCFC,8.32,18.52,7.46,50489.82,5,13506.61,Active,1285201.09,935071.47,390160.67,544910.8,42.4
EV-1010,Madurai,2023-07-21,DCFC,4.15,21.02,6.4,41944.11,1,18544.74,Active,1588852.27,881665.19,286987.04,594678.15,37.43
EV-1011,Chennai,2022-10-27,DCFC,13.27,18.61,9.47,33347.5,2,15858.53,Active,1717840.8,620596.98,331659.36,288937.62,16.82
EV-1012,Bangalore,2023-12-16,L2,7.94,18.99,7.52,59215.04,1,13183.73,Under Maintenance,204835.99,1124493.61,458480.83,666012.78,325.14
EV-1014,Kochi,2023-10-16,L2,8.55,18.52,8.7,37976.07,4,13849.32,Active,261491.74,703316.82,344241.13,359075.69,137.32
EV-1015,Hyderabad,2024-02-10,DCFC,9.16,22.77,8.31,61797.35,5,15330.09,Offline,1416757.04,1407125.66,528866.07,878259.59,61.99
EV-1016,Madurai,2023-05-18,Unknown,6.25,15.97,7.29,36487.42,2,9273.04,Active,154291.52,582704.1,275266.33,307437.77,199.26
EV-1017,Coimbatore,2022-04-16,L2,5.64,16.63,9.16,55875.13,4,14811.23,Offline,287981.51,929203.41,526627.42,402575.99,139.79
EV-1018,Hyderabad,2022-01-13,L2,5.81,19.73,8.51,37996.11,4,15670.12,Active,214612.55,749663.25,339017.02,410646.23,191.34
EV-1019,Hyderabad,2023-08-11,L2,7.17,21.01,8.2,43162.33,0,23075.02,Active,180524.27,906840.55,377006.13,529834.42,293.5
EV-1020,Bangalore,2022-10-19,Unknown,3.56,18.1,8.18,58623.81,5,20485.28,Active,1285586.06,1061090.96,500028.05,561062.91,43.64
EV-1021,Hyderabad,2023-04-26,DCFC,9.83,16.48,9.68,30832.28,3,11748.68,Under Maintenance,1687413.03,508115.97,310205.15,197910.82,11.73
EV-1022,Madurai,2023-05-06,L2,6.61,22.02,7.27,61179.17,5,18564.72,Offline,180903.3,1347165.32,463337.29,883828.03,488.56
EV-1024,Chennai,2022-12-15,L2,0.18,19.18,7.47,68846.58,5,13413.26,Active,208656.34,1320477.4,527697.21,792780.19,379.95
EV-1026,Madurai,2022-02-22,L2,6.0,17.62,6.04,33957.7,0,16304.61,Active,299523.82,598334.67,221409.12,376925.55,125.84
EV-1027,Bangalore,2022-09-16,L2,4.26,17.26,6.99,75919.92,2,21231.13,Active,278852.72,1310377.82,551911.37,758466.45,272.0
EV-1028,Madurai,2023-05-05,L2,4.82,17.39,7.34,35210.86,1,22756.41,Active,151150.62,612316.86,281204.12,331112.74,219.06
EV-1029,Chennai,2022-04-27,DCFC,11.58,20.3,10.17,46592.66,5,24352.11,Active,1716624.56,945831.0,498199.46,447631.54,26.08
EV-1030,Coimbatore,2022-03-08,L2,5.03,20.62,8.7,64361.13,5,7241.58,Under Maintenance,241511.92,1327126.5,567183.41,759943.09,314.66
EV-1031,Bangalore,2023-02-15,DCFC,14.27,18.57,8.79,21801.08,8,18643.6,Under Maintenance,1305386.3,404846.06,210275.09,194570.97,14.91
EV-1032,Coimbatore,2023-05-19,L2,4.63,22.27,7.36,71595.03,2,12977.25,Active,281728.63,1594421.32,539916.67,1054504.65,374.3
EV-1033,Bangalore,2022-03-17,L2,6.89,18.56,8.06,32736.74,2,16836.08,Active,244358.58,607593.89,280694.2,326899.69,133.78
EV-1034,Kochi,2023-08-14,L2,9.45,21.08,10.31,43175.01,6,15281.23,Under Maintenance,184157.18,910129.21,460415.58,449713.63,244.2
EV-1035,Hyderabad,2023-10-07,L2,6.41,17.64,6.79,54332.87,9,14950.17,Active,220277.43,958431.83,383870.36,574561.47,260.84
EV-1037,Madurai,2022-02-24,DCFC,7.23,21.64,9.61,61837.64,0,10657.12,Active,1563231.36,1338166.53,604916.84,733249.69,46.91
EV-1038,Coimbatore,2022-06-05,L2,6.52,18.24,8.97,25987.89,3,10473.27,Offline,185537.27,474019.11,243584.64,230434.47,124.2
EV-1039,Madurai,2022-06-02,L2,6.33,21.37,9.8,60911.77,1,23107.88,Active,230940.71,1301684.52,620043.23,681641.29,295.16
EV-1040,Hyderabad,2023-07-31,L2,5.07,21.27,8.21,62108.64,3,11151.71,Active,173839.13,1321050.77,521063.64,799987.13,460.19
EV-1042,Hyderabad,2022-03-29,L2,5.79,13.54,8.11,26155.09,2,19842.21,Under Maintenance,163517.12,354139.92,231959.99,122179.93,74.72
EV-1043,Chennai,2022-09-12,L2,10.37,19.94,8.53,27965.97,0,2045.03,Active,291259.21,557641.44,240594.75,317046.69,108.85
EV-1044,Hyderabad,2022-05-02,L2,8.53,19.58,7.08,44864.37,4,9569.99,Active,245708.47,878444.36,327209.73,551234.63,224.34
EV-1045,Chennai,2023-07-26,L2,2.87,19.44,8.79,29587.61,3,19925.43,Active,278132.51,575183.14,280000.52,295182.62,106.13
EV-1046,Hyderabad,2024-02-22,L2,3.01,18.94,8.29,22940.48,2,16770.94,Under Maintenance,299744.28,434492.69,206947.52,227545.17,75.91
EV-1047,Chennai,2023-03-03,L2,6.17,19.0,8.06,44218.04,1,4072.56,Active,177399.9,840142.76,360469.96,479672.8,270.39
EV-1048,Coimbatore,2023-09-13,L2,5.51,21.07,9.75,53511.37,3,21228.61,Active,254121.51,1127484.57,542964.47,584520.1,230.02
EV-1049,Madurai,2023-09-03,L2,6.04,19.58,7.73,91984.69,0,19366.9,Under Maintenance,283047.94,1801060.23,730408.55,1070651.68,378.26
EV-1050,Madurai,2023-09-26,DCFC,8.13,18.93,9.21,58230.13,4,16692.5,Active,1436743.02,1102296.36,552992.0,549304.36,38.23
EV-1051,Chennai,2022-08-20,L2,7.29,20.78,9.31,76284.05,4,23173.82,Active,245954.46,1585182.56,733378.33,851804.23,346.33
EV-1052,Madurai,2024-03-05,L2,7.26,19.34,8.86,49337.73,1,19252.34,Under Maintenance,211150.66,954191.7,456384.63,497807.07,235.76
EV-1054,Hyderabad,2023-01-25,DCFC,3.03,22.23,8.36,47807.93,3,20182.01,Active,1572857.63,1062770.28,419856.3,642913.98,40.88
EV-1055,Kochi,2023-04-07,L2,6.76,17.63,9.96,51388.57,3,18785.22,Active,221492.95,905980.49,530615.38,375365.11,169.47
EV-1056,Bangalore,2023-03-30,L2,5.05,15.47,6.18,39716.14,6,6045.59,Active,165436.76,614408.69,251491.34,362917.35,219.37
EV-1057,Bangalore,2022-11-01,DCFC,18.16,18.64,7.81,41750.39,7,9964.0,Active,1507628.09,778227.27,336034.55,442192.72,29.33
EV-1058,Chennai,2023-08-26,L2,0.98,18.93,9.16,61948.11,5,19254.2,Active,158272.67,1172677.72,586698.89,585978.83,370.23
EV-1059,Madurai,2023-03-16,Unknown,1.09,19.94,7.88,53112.09,3,21158.25,Offline,178878.25,1059055.07,439681.52,619373.55,346.25
EV-1060,Coimbatore,2022-11-09,L2,7.26,18.71,8.81,43637.57,2,11474.13,Active,218490.57,816458.93,395921.12,420537.81,192.47
EV-1061,Coimbatore,2023-08-06,L2,9.32,20.01,9.41,64405.66,5,9431.19,Active,153149.11,1288757.26,615488.45,673268.81,439.62
EV-1062,Kochi,2023-09-28,DCFC,8.43,23.51,8.23,49382.79,5,16313.25,Active,1302684.99,1160989.39,422733.61,738255.78,56.67
EV-1063,Coimbatore,2022-03-03,DCFC,4.5,20.1,8.51,49917.92,6,7739.73,Active,1697750.68,1003350.19,432541.23,570808.96,33.62
EV-1065,Coimbatore,2024-01-28,L2,3.42,18.24,8.3,23988.19,4,13224.47,Active,268459.54,437544.59,212326.45,225218.14,83.89
EV-1066,Kochi,2022-04-12,L2,9.77,15.73,10.1,26101.19,1,15529.84,Active,288231.14,410571.72,279151.86,131419.86,45.6
EV-1067,Coimbatore,2024-02-21,L2,3.75,13.9,7.94,66303.43,1,24422.16,Active,167860.65,921617.68,550871.39,370746.29,220.87
EV-1068,Hyderabad,2022-08-01,DCFC,5.62,17.46,7.65,39845.57,4,11830.04,Active,1436976.26,695703.65,316648.65,379055.0,26.38
EV-1070,Kochi,2022-08-05,L2,2.83,19.53,7.16,74186.58,2,8439.22,Active,287271.18,1448863.91,539615.13,909248.78,316.51
EV-1071,Chennai,2022-09-28,DCFC,18.31,17.73,7.39,48681.99,3,29552.81,Active,1637607.32,863131.68,389312.72,473818.96,28.93
EV-1072,Chennai,2023-11-08,L2,5.61,15.87,7.39,46848.67,5,14102.07,Under Maintenance,198618.19,743488.39,360313.74,383174.65,192.92
EV-1073,Chennai,2022-03-25,L2,6.84,18.76,7.74,63441.16,5,20891.54,Active,163145.37,1190156.16,511926.12,678230.04,415.72
EV-1075,Madurai,2022-09-03,DCFC,4.52,19.4,8.7,68043.94,3,14709.35,Active,1275631.57,1320052.44,606691.63,713360.81,55.92
EV-1076,Madurai,2022-06-27,L2,9.15,19.92,7.66,63133.37,7,15660.64,Active,229672.88,1257616.73,499262.25,758354.48,330.19
EV-1077,Madurai,2023-07-20,L2,10.6,17.1,8.74,77455.0,3,19557.62,Active,291270.5,1324480.5,696514.32,627966.18,215.6
EV-1078,Madurai,2022-03-18,L2,4.86,18.03,8.86,39644.85,2,11790.01,Active,235892.59,714796.65,363043.38,351753.27,149.12
EV-1079,Kochi,2022-06-10,L2,9.92,18.93,7.35,70504.62,2,18934.12,Active,288575.17,1334652.46,537143.08,797509.38,276.36
EV-1080,Madurai,2022-01-03,DCFC,2.1,15.69,8.84,58311.38,5,12362.82,Active,1234918.66,914905.55,527835.42,387070.13,31.34
EV-1081,Hyderabad,2023-02-23,DCFC,7.47,18.93,8.93,30119.5,2,15468.79,Active,1723861.54,570162.14,284435.92,285726.22,16.57
EV-1082,Hyderabad,2023-04-07,L2,3.43,15.64,6.24,11057.35,2,19609.76,Active,284083.5,172936.95,88607.62,84329.33,29.68
EV-1083,Coimbatore,2023-12-07,L2,8.86,19.63,8.29,38029.6,3,10351.15,Offline,238198.1,746521.05,325616.53,420904.52,176.7
EV-1084,Madurai,2023-09-01,L2,8.65,17.63,7.49,54385.22,2,1991.32,Active,242234.8,958811.43,409336.62,549474.81,226.84
EV-1085,Kochi,2023-04-27,L2,11.69,15.63,9.3,56560.22,3,16674.51,Active,257446.2,884036.24,542684.56,341351.68,132.59
EV-1086,Bangalore,2022-10-26,L2,10.05,17.34,7.48,49113.78,2,13331.63,Active,282316.16,851632.95,380702.7,470930.25,166.81
EV-1087,Chennai,2022-02-03,DCFC,10.95,17.42,6.66,49248.06,4,17488.45,Offline,1324968.82,857901.21,345480.53,512420.68,38.67
EV-1088,Coimbatore,2022-08-26,L2,3.8,20.64,7.97,48110.1,0,4495.86,Active,200528.91,992992.46,387933.36,605059.1,301.73
EV-1089,Hyderabad,2022-10-23,L2,7.91,18.85,7.1,65468.26,7,14598.67,Active,209652.71,1234076.7,479423.32,754653.38,359.95
EV-1090,Bangalore,2023-12-25,L2,6.35,16.59,8.85,28455.65,5,13339.99,Active,286456.45,472079.23,265172.49,206906.74,72.23
EV-1091,Bangalore,2022-10-17,DCFC,18.68,21.8,7.19,54024.35,3,27293.49,Active,1551271.02,1177730.83,415728.57,762002.26,49.12
EV-1092,Chennai,2023-12-21,DCFC,1.95,19.75,7.98,37658.73,3,26534.98,Active,1501381.14,743759.92,327051.65,416708.27,27.75
EV-1093,Madurai,2023-04-10,DCFC,11.97,17.83,9.55,36401.88,2,20350.59,Offline,1317329.04,649045.52,367988.54,281056.98,21.34
EV-1094,Hyderabad,2022-03-14,L2,7.83,15.39,9.1,67643.46,3,20533.65,Active,290229.27,1041032.85,636089.14,404943.71,139.53
EV-1095,Kochi,2023-12-05,L2,4.47,17.65,8.48,35251.05,2,30777.69,Active,194365.79,622181.03,329706.59,292474.44,150.48
EV-1096,Bangalore,2022-08-28,DCFC,15.0,18.06,7.87,47907.23,5,26352.45,Active,1589275.87,865204.57,403382.35,461822.22,29.06
EV-1097,Chennai,2022-09-28,L2,9.74,19.24,8.38,79377.48,4,10697.65,Active,155343.43,1527222.72,675880.93,851341.79,548.04
EV-1098,Kochi,2023-10-03,L2,6.79,19.71,8.69,51388.57,3,19130.96,Active,191339.39,1012868.71,465697.63,547171.08,285.97
EV-1100,Hyderabad,2023-11-09,DCFC,5.77,15.28,8.85,44414.4,3,17374.49,Active,1359527.09,678652.03,410441.93,268210.1,19.73
EV-1101,Madurai,2022-07-22,L2,9.1,18.92,6.9,31591.96,4,4378.54,Active,227530.55,597719.88,222363.06,375356.82,164.97
EV-1102,Bangalore,2023-03-12,L2,7.74,18.18,8.57,69509.68,1,17776.8,Active,287594.34,1263685.98,613474.76,650211.22,226.09
EV-1103,Kochi,2022-04-28,L2,6.11,23.86,6.89,65170.28,4,11850.64,Under Maintenance,167203.47,1554962.88,460873.87,1094089.01,654.35
EV-1104,Kochi,2023-07-12,L2,9.77,18.63,9.96,60299.03,1,2394.46,Active,160686.11,1123370.93,602972.8,520398.13,323.86
EV-1105,Kochi,2022-08-19,L2,8.35,17.25,8.76,61952.49,4,15933.43,Active,277789.61,1068680.45,558637.24,510043.21,183.61
EV-1106,Bangalore,2023-10-26,DCFC,15.37,18.72,6.44,38382.13,4,11056.39,Active,1575895.88,718513.47,258237.31,460276.16,29.21
EV-1107,Bangalore,2022-06-02,DCFC,9.85,18.48,8.0,26781.31,7,30173.6,Under Maintenance,1752729.06,494918.61,244424.08,250494.53,14.29
EV-1108,Madurai,2022-09-30,DCFC,5.23,14.52,7.48,58408.11,3,2013.96,Active,1309976.02,848085.76,438906.62,409179.14,31.24
EV-1109,Coimbatore,2022-05-26,L2,2.25,19.32,7.36,63328.37,4,14335.79,Active,196541.68,1223504.11,480432.59,743071.52,378.07
EV-1110,Madurai,2022-03-15,DCFC,5.85,17.88,8.15,74105.7,1,12249.61,Active,1485964.31,1325009.92,616211.06,708798.86,47.7
EV-1111,Hyderabad,2022-03-03,DCFC,8.84,18.45,7.07,46986.65,2,14079.5,Active,1679707.5,866903.69,346275.12,520628.57,31.0
EV-1112,Chennai,2022-06-19,L2,5.99,16.75,8.76,44798.73,3,9945.42,Under Maintenance,223410.24,750378.73,402382.29,347996.44,155.77
EV-1113,Kochi,2022-11-11,DCFC,7.61,16.31,8.7,46411.1,6,14614.78,Offline,1426396.66,756965.04,418391.35,338573.69,23.74
EV-1114,Coimbatore,2023-09-02,DCFC,9.28,20.26,8.35,60061.16,5,777.7,Under Maintenance,1618044.6,1216839.1,502288.39,714550.71,44.16
EV-1115,Chennai,2024-02-06,L2,7.43,20.72,7.98,45768.66,4,15443.55,Active,207099.45,948326.64,380677.46,567649.18,274.09
EV-1116,Coimbatore,2023-08-06,L2,7.68,19.34,8.66,49216.41,3,14335.79,Active,229135.83,951845.37,440549.9,511295.47,223.14
EV-1117,Madurai,2022-10-23,L2,3.11,14.88,8.79,62465.79,5,19225.75,Active,154397.64,929490.96,568300.04,361190.92,233.94
EV-1118,Bangalore,2023-03-26,L2,5.69,19.47,8.45,40612.46,3,16499.06,Active,158739.65,790724.6,359674.35,431050.25,271.55
EV-1119,Kochi,2022-05-08,L2,10.82,14.91,6.69,70867.31,3,19886.67,Active,251258.22,1056631.59,493988.97,562642.62,223.93
EV-1120,Madurai,2023-04-25,DCFC,6.76,17.18,7.21,59496.34,5,17735.16,Active,1666734.09,1022147.12,446703.77,575443.35,34.53
EV-1121,Chennai,2023-12-07,L2,11.24,20.23,7.73,22135.69,5,20182.62,Under Maintenance,256505.34,447805.01,191291.5,256513.51,100.0
EV-1122,Chennai,2022-11-08,L2,4.69,19.82,6.52,51410.99,3,28107.13,Under Maintenance,260552.8,1018965.82,363306.78,655659.04,251.64
EV-1123,Chennai,2023-12-18,Unknown,7.08,19.41,8.22,19634.85,4,12877.22,Active,165692.98,381112.44,174275.69,206836.75,124.83
EV-1124,Hyderabad,2023-02-17,L2,5.54,21.13,9.41,47049.81,2,15920.12,Active,254017.63,994162.49,458658.83,535503.66,210.81
EV-1125,Chennai,2022-10-06,L2,7.98,19.62,9.25,42525.33,2,20935.24,Active,177262.14,834346.97,414294.54,420052.43,236.97
EV-1126,Coimbatore,2023-05-28,L2,8.74,14.46,8.74,62522.82,1,12658.84,Active,164702.31,904079.98,559108.29,344971.69,209.45
EV-1127,Madurai,2023-07-07,L2,8.01,17.76,8.73,36784.72,3,14404.06,Active,263574.12,653296.63,335534.67,317761.96,120.56
EV-1128,Kochi,2023-05-21,L2,9.1,18.42,10.22,55816.03,4,17104.97,Active,283410.92,1028131.27,587544.8,440586.47,155.46
EV-1129,Bangalore,2023-03-25,L2,6.47,18.18,8.84,58532.71,1,15362.08,Under Maintenance,257506.49,1064124.67,532791.24,531333.43,206.34
EV-1131,Madurai,2023-09-05,DCFC,2.1,16.44,6.56,67101.85,5,19498.9,Active,1724862.82,1103154.41,459687.04,643467.37,37.31
EV-1132,Madurai,2022-02-10,L2,8.1,23.3,9.33,81024.33,1,6519.73,Active,170213.39,1887866.89,762476.73,1125390.16,661.16
EV-1133,Bangalore,2023-03-19,DCFC,12.47,17.72,8.4,51679.13,6,37750.94,Active,1683850.0,915754.18,471855.63,443898.55,26.36
EV-1135,Coimbatore,2022-11-27,L2,6.02,16.22,7.67,36795.85,9,12998.69,Active,271987.97,596828.69,295222.86,301605.83,110.89
EV-1136,Chennai,2023-09-11,DCFC,6.41,19.81,7.45,34707.15,2,23140.26,Under Maintenance,1646955.74,687548.64,281708.53,405840.11,24.64
EV-1138,Chennai,2022-01-27,L2,5.18,16.66,7.97,63522.88,2,15649.49,Active,255542.85,1058291.18,521926.84,536364.34,209.89
EV-1139,Hyderabad,2022-04-04,L2,7.1,17.56,7.49,34555.7,3,13926.48,Active,198038.8,606798.09,272748.67,334049.42,168.68
EV-1141,Bangalore,2023-11-22,L2,4.57,16.81,8.17,40268.95,2,15183.68,Active,167293.89,676921.05,344181.0,332740.05,198.9
EV-1142,Hyderabad,2023-08-13,L2,5.5,17.99,7.64,47879.33,4,12207.92,Active,197704.68,861349.15,378006.0,483343.15,244.48
EV-1143,Kochi,2023-08-25,L2,5.99,13.77,7.41,43863.1,1,19993.86,Active,154674.35,603994.89,345019.43,258975.46,167.43
EV-1144,Madurai,2022-01-22,L2,6.51,19.92,6.62,52407.72,2,14808.06,Active,190698.46,1043961.78,361747.17,682214.61,357.75
EV-1145,Chennai,2024-02-23,L2,6.18,20.95,8.96,63755.94,2,23033.04,Active,182731.96,1335686.94,594286.26,741400.68,405.73
EV-1147,Kochi,2022-10-03,DCFC,2.37,23.03,6.91,58041.81,2,20731.33,Under Maintenance,1412346.49,1336702.88,421800.24,914902.64,64.78
EV-1148,Kochi,2023-08-14,L2,2.81,19.86,7.73,13226.95,4,13703.73,Active,220295.41,262687.23,115948.05,146739.18,66.61
EV-1149,Bangalore,2022-02-11,Unknown,12.57,20.79,8.55,25791.45,7,30193.5,Active,1393884.72,536204.25,250710.4,285493.85,20.48
EV-1150,Chennai,2024-02-21,L2,4.99,20.98,8.03,38053.15,3,18712.61,Active,189277.58,798355.09,324279.4,474075.69,250.47
EV-1151,Madurai,2024-02-14,L2,8.71,13.0,8.19,40529.1,6,17652.3,Under Maintenance,292998.32,526878.3,349585.63,177292.67,60.51
EV-1152,Madurai,2022-06-29,L2,9.42,19.35,8.04,62597.42,2,7214.38,Active,166610.49,1211260.08,510497.64,700762.44,420.6
EV-1153,Madurai,2023-04-27,DCFC,7.08,15.73,6.72,36816.48,3,13059.13,Active,1421280.53,579123.23,260465.88,318657.35,22.42
EV-1154,Coimbatore,2023-06-16,L2,3.82,16.14,8.95,60003.91,4,14335.79,Active,155379.36,968463.11,551370.78,417092.33,268.43
EV-1155,Coimbatore,2023-10-30,L2,9.14,16.49,6.29,38223.41,5,2779.69,Offline,172333.08,630304.03,243204.94,387099.09,224.62
EV-1156,Kochi,2023-03-29,L2,7.0,17.87,8.46,31986.74,1,27003.69,Active,254909.57,571603.04,297611.51,273991.53,107.49
EV-1157,Bangalore,2022-10-12,DCFC,5.01,19.8,8.62,32683.26,5,28944.33,Active,1782325.35,647128.55,310674.03,336454.52,18.88
EV-1158,Bangalore,2022-07-05,DCFC,3.0,19.37,7.78,83874.0,1,10949.93,Under Maintenance,1787248.75,1624639.38,663489.65,961149.73,53.78
EV-1159,Chennai,2023-08-23,DCFC,18.53,18.47,8.35,37889.53,6,4904.86,Active,1278133.57,699819.62,321282.44,378537.18,29.62
EV-1160,Madurai,2023-03-23,L2,9.88,19.95,7.72,60364.81,4,21949.32,Active,252321.03,1204277.96,487965.65,716312.31,283.89
EV-1161,Madurai,2023-10-13,L2,0.21,20.07,8.37,26627.02,3,12378.9,Active,262728.24,534404.29,235247.06,299157.23,113.87
EV-1162,Kochi,2023-05-19,L2,3.11,19.39,8.99,71283.94,1,20093.52,Active,177166.81,1382195.6,660936.14,721259.46,407.11
EV-1163,Hyderabad,2022-04-04,L2,9.35,15.05,7.21,55235.62,3,15586.11,Active,156749.02,831296.08,413834.93,417461.15,266.32
EV-1164,Kochi,2023-04-27,L2,6.45,17.02,8.67,54109.68,0,14168.06,Under Maintenance,162141.17,920946.75,483298.99,437647.76,269.92
EV-1165,Hyderabad,2022-12-23,L2,8.25,18.55,9.69,56207.41,2,12454.67,Active,248556.86,1042647.46,557104.47,485542.99,195.34
EV-1166,Kochi,2023-02-23,DCFC,6.35,19.97,8.26,57860.0,2,232.12,Active,1307238.74,1155464.2,478155.72,677308.48,51.81
EV-1167,Kochi,2022-12-08,DCFC,8.14,15.84,7.5,62136.01,8,17698.76,Offline,1417994.09,984234.4,483718.84,500515.56,35.3
EV-1168,Kochi,2022-11-25,DCFC,6.51,18.48,10.26,41013.54,0,9739.35,Under Maintenance,1374784.47,757930.22,430538.27,327391.95,23.81
EV-1169,Hyderabad,2023-11-18,DCFC,5.41,15.37,8.09,40136.18,0,14408.58,Active,1560920.77,616893.09,339110.28,277782.81,17.8
EV-1170,Coimbatore,2022-04-18,L2,9.15,20.55,8.23,50738.36,4,16238.87,Active,150654.08,1042673.3,433815.57,608857.73,404.14
EV-1171,Kochi,2022-06-14,L2,7.01,18.98,8.25,60266.42,1,20147.71,Active,198123.64,1143856.65,517345.68,626510.97,316.22
EV-1172,Hyderabad,2022-12-04,DCFC,8.13,15.81,8.45,49000.17,0,6515.96,Active,1714527.95,774692.69,420567.4,354125.29,20.65
EV-1173,Bangalore,2023-02-26,Unknown,6.89,15.79,7.66,61608.53,4,20016.98,Active,209094.19,972798.69,491938.32,480860.37,229.97
EV-1174,Bangalore,2023-12-12,DCFC,9.51,19.27,8.19,59267.55,7,15725.96,Active,1610097.97,1142085.69,501127.19,640958.5,39.81
EV-1175,Bangalore,2023-05-23,L2,10.52,21.25,8.95,46745.25,4,18244.66,Active,205129.79,993336.56,436614.65,556721.91,271.4
EV-1176,Hyderabad,2022-10-23,L2,7.39,16.31,7.63,23792.3,3,17894.75,Active,255762.24,388052.41,199430.0,188622.41,73.75
EV-1177,Hyderabad,2023-11-10,L2,5.61,20.07,7.58,42447.08,5,13966.78,Active,261217.77,851912.9,335715.65,516197.25,197.61
EV-1178,Coimbatore,2023-02-15,DCFC,9.7,17.42,7.71,76141.96,3,15149.36,Active,1559677.01,1326392.94,602203.87,724189.07,46.43
EV-1179,Bangalore,2024-02-18,DCFC,5.76,20.15,6.9,55100.89,3,19528.5,Active,1368632.62,1110282.93,399724.64,710558.29,51.92
EV-1180,Bangalore,2023-07-18,L2,12.09,19.87,7.32,40406.75,1,16317.69,Active,185594.14,802882.12,312095.1,490787.02,264.44
EV-1181,Kochi,2022-02-07,DCFC,6.05,18.81,7.28,53759.77,0,16273.53,Active,1246060.04,1011221.27,407644.66,603576.61,48.44
EV-1182,Hyderabad,2023-04-11,Unknown,3.33,14.83,8.0,60149.66,5,10380.57,Active,241456.72,892019.46,491577.85,400441.61,165.84
EV-1183,Hyderabad,2022-04-01,L2,11.26,19.86,8.84,40414.02,3,8210.84,Active,239231.55,802622.44,365470.78,437151.66,182.73
EV-1184,Madurai,2022-11-19,L2,5.34,19.5,9.45,68530.76,2,20041.77,Active,226514.75,1336349.82,667657.45,668692.37,295.21
EV-1185,Coimbatore,2022-09-16,L2,7.11,19.32,8.06,57435.47,2,16020.05,Active,150652.98,1109653.28,478949.94,630703.34,418.65
EV-1186,Madurai,2022-11-28,L2,8.29,18.89,8.46,33501.37,4,19349.18,Active,233285.73,632840.88,302770.77,330070.11,141.49
EV-1187,Madurai,2022-04-29,DCFC,9.46,16.74,8.24,62845.49,3,11647.98,Active,1493325.46,1052033.5,529494.82,522538.68,34.99
EV-1188,Coimbatore,2024-03-02,DCFC,7.25,20.67,5.91,43855.8,2,10877.81,Active,1522144.8,906499.39,270065.59,636433.8,41.81
EV-1189,Madurai,2023-02-18,L2,4.88,20.3,6.85,47313.04,3,9940.82,Active,295139.88,960454.71,334035.14,626419.57,212.24
EV-1190,Bangalore,2023-06-11,L2,7.05,16.35,8.76,34760.47,3,14096.21,Active,203513.5,568333.68,318597.93,249735.75,122.71
EV-1191,Hyderabad,2022-01-02,DCFC,5.45,21.13,8.86,59471.7,2,16162.23,Active,1304430.67,1256637.02,543081.49,713555.53,54.7
EV-1192,Coimbatore,2023-11-05,DCFC,7.12,18.76,8.84,49917.92,3,12280.88,Active,1531086.11,936460.18,453555.29,482904.89,31.54
EV-1193,Kochi,2023-07-10,DCFC,10.57,18.76,7.82,60106.35,2,22824.12,Under Maintenance,1767013.15,1127595.13,492855.78,634739.35,35.92
EV-1194,Madurai,2023-04-19,L2,8.39,18.15,6.01,41735.26,2,11789.26,Active,244419.66,757494.97,262618.17,494876.8,202.47
EV-1195,Coimbatore,2023-02-28,L2,7.02,18.34,6.97,40018.95,3,16243.98,Active,225731.72,733947.54,295176.06,438771.48,194.38
EV-1196,Chennai,2022-02-25,L2,8.35,21.24,7.12,38803.44,4,10584.78,Active,230507.79,824185.07,286865.27,537319.8,233.1
EV-1197,Chennai,2022-07-12,L2,8.53,20.57,8.63,55940.48,5,11634.4,Under Maintenance,153610.06,1150695.67,494400.74,656294.93,427.25
EV-1198,Hyderabad,2023-06-15,L2,3.81,20.52,7.64,39794.75,4,14568.31,Under Maintenance,188043.03,816588.27,318600.2,497988.07,264.83
EV-1199,Bangalore,2023-01-06,DCFC,11.89,18.87,9.69,46953.31,5,16255.23,Active,1444008.11,886008.96,471232.8,414776.16,28.72
